temperature_C,pressure_psi,vibration_level,run_hours_since_service,fuel_flow_rate,water_level_percent,ambient_temp_C,days_to_failure,failure_within_7_days
177.2,252.0,0.707,507.0,74.4,83.0,28.2,1.6,1
182.4,238.7,0.703,71.0,104.6,80.6,21.8,19.4,0
190.3,241.2,0.213,246.0,76.6,58.4,29.1,13.1,0
194.2,296.5,0.705,586.0,60.7,67.6,28.3,0.0,1
157.5,269.5,0.884,565.0,70.7,68.3,32.7,0.0,1
149.3,266.0,0.219,343.0,67.5,53.2,34.6,9.3,0
205.6,325.8,0.271,53.0,84.6,65.9,27.2,18.0,0
186.6,227.5,0.754,527.0,65.2,66.0,34.2,0.0,1
165.0,282.5,0.568,531.0,73.5,73.4,26.3,0.0,1
211.0,252.0,0.638,557.0,83.8,99.9,32.25,0.0,1
182.3,259.4,0.585,192.0,81.7,71.8,28.4,15.1,0
203.6,303.5,0.598,57.0,79.8,73.4,36.5,24.3,0
181.4,267.8,0.168,436.0,81.5,69.2,32.7,0.0,1
221.2,268.8,0.762,110.0,75.6,80.1,31.3,17.2,0
215.1,287.5,0.792,128.0,60.8,60.2,28.2,13.1,0
175.0,237.2,0.443,325.0,75.2,92.9,30.0,15.6,0
199.4,220.6,0.489,7.0,85.6,70.6,43.0,19.2,0
192.9,213.4,0.117,28.0,78.4,67.7,29.0,29.6,0
207.4,181.2,0.629,111.0,84.7,82.7,34.9,25.1,0
160.7,322.0,0.643,130.0,73.0,62.2,31.3,15.7,0
193.7,211.4,0.484,187.0,91.9,79.9,34.7,9.0,0
201.2,242.3,0.781,474.0,49.3,87.5,37.0,2.5,1
144.8,240.3,0.416,363.0,81.7,69.3,29.9,6.2,1
156.3,260.8,0.641,203.0,96.2,94.6,36.3,34.2,0
139.2,278.6,0.245,211.0,98.0,79.1,48.5,15.0,0
174.6,280.1,0.494,275.0,77.2,79.2,35.4,13.2,0
194.4,229.6,0.456,72.0,64.1,87.0,41.7,24.4,0
210.0,244.2,0.556,242.0,96.4,89.9,34.9,9.7,0
181.5,259.9,0.408,101.0,79.4,74.9,26.4,25.0,0
212.6,241.3,0.467,170.0,78.1,80.8,33.7,16.4,0
152.4,306.3,0.707,187.0,69.3,87.4,30.0,22.1,0
145.9,267.2,0.391,440.0,65.0,59.2,28.4,0.0,1
178.9,275.7,0.098,85.0,86.8,53.0,31.6,26.7,0
187.7,273.2,0.937,475.0,88.0,71.4,31.1,0.0,1
179.3,291.1,0.845,51.0,82.4,52.7,25.6,25.3,0
138.7,256.3,0.5,110.0,70.8,68.5,48.3,30.7,0
178.2,204.6,0.672,42.0,67.2,75.5,36.8,31.0,0
153.9,264.0,0.374,210.0,62.8,69.0,33.5,16.1,0
193.4,227.2,0.566,199.0,73.3,70.4,32.5,16.3,0
187.3,231.5,0.574,25.0,67.9,61.0,39.2,24.0,0
161.2,270.5,0.441,298.0,59.5,80.7,44.5,16.2,0
169.7,293.3,0.304,76.0,87.8,60.3,36.1,24.5,0
158.8,250.7,0.327,136.0,64.2,48.9,32.7,24.0,0
178.7,260.8,0.271,19.0,91.8,69.7,40.8,27.1,0
199.1,309.6,0.292,439.0,84.7,82.1,32.9,0.3,1
160.3,258.4,0.483,210.0,83.5,72.9,34.6,14.6,0
190.1,341.1,0.321,550.0,100.0,59.2,38.0,0.0,1
169.4,269.8,0.671,434.0,64.6,73.1,29.7,5.4,1
164.1,188.4,0.872,206.0,90.5,76.8,19.5,20.5,0
177.9,276.4,0.355,438.0,76.4,73.0,29.4,0.7,1
159.3,263.3,0.56,41.0,110.9,69.1,36.6,37.4,0
168.9,295.1,0.625,410.0,75.4,77.3,36.2,7.8,0
156.0,273.6,0.618,522.0,73.5,52.9,40.1,0.0,1
219.3,245.2,0.519,426.0,85.1,62.2,29.6,0.0,1
180.7,207.1,0.686,274.0,77.5,57.6,41.5,12.6,0
166.0,242.7,0.621,447.0,70.9,86.8,33.1,9.1,0
184.3,220.2,0.191,368.0,68.4,79.8,35.6,2.9,1
177.8,229.7,0.717,219.0,97.5,74.0,37.4,19.4,0
175.6,270.6,0.722,576.0,66.0,56.0,23.7,0.0,1
192.3,308.4,0.5,231.0,82.7,80.2,26.0,11.5,0
195.2,263.8,0.509,327.0,92.7,87.3,25.8,6.2,1
169.4,208.1,0.671,442.0,93.3,78.3,38.4,2.4,1
168.5,265.6,0.448,51.0,72.8,71.6,30.2,24.9,0
174.5,291.9,0.768,375.0,77.5,78.9,44.2,8.9,0
134.0,228.7,1.091,262.0,75.2,75.0,32.0,18.6,0
149.7,245.3,0.304,266.0,61.6,82.2,23.2,17.5,0
207.3,250.5,0.155,358.0,86.5,81.9,28.0,7.5,0
212.9,222.5,0.576,316.0,80.5,69.6,32.7,3.4,1
175.0,252.0,0.68,323.0,97.3,64.7,35.1,13.8,0
191.5,245.8,0.442,562.0,70.1,67.6,26.1,0.0,1
186.2,264.7,0.863,420.0,93.1,77.9,35.4,0.0,1
241.6,218.9,0.165,45.0,93.9,68.3,37.0,16.3,0
202.4,252.0,0.673,599.0,80.6,63.7,28.2,0.0,1
177.4,275.3,0.349,268.0,53.9,72.0,43.8,15.5,0
160.9,237.0,0.93,380.0,73.8,84.2,28.8,3.5,1
147.9,310.4,0.998,117.0,101.4,73.5,26.0,24.5,0
184.1,236.0,0.308,565.0,83.6,69.0,22.8,0.0,1
164.9,257.9,0.363,115.0,88.3,75.5,39.3,25.2,0
151.6,282.6,0.715,259.0,78.9,72.9,32.1,14.7,0
167.1,200.4,0.403,74.0,77.3,50.7,29.1,16.7,0
158.4,188.4,0.489,479.0,57.6,79.7,23.2,5.9,1
213.7,196.6,0.506,304.0,89.5,76.5,29.7,7.2,0
197.6,294.2,0.02,6.0,93.0,72.2,46.3,35.4,0
179.8,230.7,0.497,365.0,68.6,83.7,19.1,3.5,1
209.6,339.5,0.328,522.0,77.9,85.3,28.2,0.0,1
181.5,230.3,0.377,347.0,76.2,80.8,42.8,10.5,0
162.8,256.5,0.861,437.0,85.0,62.6,39.5,0.5,1
210.5,304.0,0.186,214.0,73.5,63.0,28.6,12.3,0
190.8,320.2,0.703,428.0,91.2,84.3,33.2,6.3,1
159.3,322.2,0.43,497.0,80.9,51.4,34.8,0.0,1
176.2,292.3,0.43,539.0,49.4,70.4,32.8,0.0,1
162.5,285.8,0.698,366.0,85.3,76.8,42.7,8.6,0
152.3,270.7,0.585,312.0,92.0,52.7,34.0,4.0,1
198.5,277.2,0.5,537.0,66.2,74.6,38.8,0.0,1
218.2,230.7,0.742,53.0,84.9,82.5,33.1,26.5,0
152.0,221.4,0.417,540.0,102.0,55.7,19.8,0.0,1
191.3,249.9,0.347,466.0,81.3,90.2,24.8,0.0,1
167.0,244.0,0.229,163.0,93.7,60.9,26.1,19.1,0
170.3,234.1,0.294,333.0,74.7,78.3,30.5,14.7,0
168.2,274.4,1.237,546.0,79.8,71.1,44.5,0.0,1
162.7,283.4,0.811,347.0,77.5,72.8,34.2,13.3,0
181.0,253.1,0.162,272.0,75.4,57.9,31.4,9.8,0
163.4,301.7,0.169,413.0,78.2,85.9,39.4,8.0,0
185.4,210.0,0.62,499.0,60.4,75.6,23.3,0.0,1
179.0,243.2,0.637,92.0,76.0,89.8,29.1,26.0,0
175.2,224.9,0.637,78.0,96.1,58.2,28.2,25.8,0
161.8,184.7,0.436,216.0,68.4,70.0,34.4,13.3,0
168.5,247.1,0.469,357.0,67.2,74.3,37.4,8.3,0
195.1,245.7,0.582,506.0,80.7,72.7,34.8,0.0,1
190.0,303.0,0.521,558.0,81.3,79.3,34.9,0.0,1
160.4,272.1,0.055,180.0,84.5,69.9,29.8,22.5,0
182.0,214.2,0.443,575.0,78.6,95.3,33.9,0.0,1
195.0,314.9,0.287,245.0,80.9,72.4,27.0,12.7,0
146.6,292.7,0.544,243.0,75.8,40.3,36.0,9.5,0
190.9,270.4,1.246,505.0,64.7,72.9,29.0,0.0,1
166.7,242.1,0.592,421.0,79.1,85.9,25.3,0.0,1
180.45,216.4,0.5,319.0,88.7,72.25,32.2,7.6,0
164.7,237.0,0.73,86.0,86.2,61.1,20.5,21.0,0
143.9,288.1,0.621,216.0,59.1,62.8,40.8,16.5,0
147.4,316.0,0.605,489.0,83.0,60.2,36.8,0.0,1
181.0,304.0,0.652,518.0,69.3,66.7,34.0,0.0,1
185.2,232.9,1.014,277.0,96.7,82.0,22.3,10.2,0
161.9,210.8,0.217,168.0,83.9,88.8,27.8,24.9,0
192.8,254.9,0.618,329.0,90.8,45.3,32.2,2.5,1
146.8,188.1,0.268,440.0,80.3,67.8,30.4,0.0,1
178.7,261.3,0.639,390.0,79.2,75.3,21.9,4.5,1
155.8,244.8,0.27,495.0,98.0,74.2,24.1,0.0,1
167.0,233.7,0.396,380.0,91.7,92.9,30.3,4.1,1
180.9,194.2,0.426,305.0,81.4,49.9,32.25,5.0,1
162.8,268.0,0.744,512.0,77.6,43.5,40.2,0.0,1
172.3,231.4,0.73,187.0,59.5,94.7,35.0,13.9,0
200.1,209.1,0.189,515.0,83.9,80.3,27.2,0.0,1
168.5,149.5,0.514,426.0,78.5,65.7,39.0,8.1,0
196.7,249.0,0.323,501.0,79.8,73.9,37.8,1.8,1
157.4,312.0,0.185,259.0,90.3,74.7,33.7,20.3,0
190.6,308.1,0.446,512.0,94.8,65.4,31.8,0.0,1
208.8,234.0,0.423,70.0,84.0,73.6,30.2,19.5,0
130.6,228.9,1.107,477.0,67.4,75.9,28.8,2.7,1
164.1,266.4,0.608,177.0,54.2,94.2,24.0,30.4,0
191.5,215.1,0.156,456.0,70.1,82.6,41.2,0.0,1
175.9,260.6,0.359,188.0,96.0,91.1,28.9,24.6,0
187.4,276.8,0.755,290.0,101.9,57.2,32.2,12.1,0
167.9,292.9,1.022,519.0,77.1,68.2,26.5,0.0,1
181.7,252.0,0.104,291.0,62.5,74.7,30.4,4.0,1
176.9,242.9,0.03,282.0,72.2,50.9,49.1,8.4,0
203.4,219.3,0.968,543.0,93.7,85.0,27.6,0.0,1
185.1,221.1,0.597,376.0,72.9,79.1,40.7,8.9,0
186.8,242.1,0.283,155.0,87.1,68.0,31.8,18.0,0
171.8,262.9,0.634,507.0,82.0,70.0,36.1,0.0,1
170.2,282.0,0.159,412.0,88.5,85.8,39.5,8.2,0
171.3,221.9,0.501,527.0,79.8,63.3,33.6,0.0,1
187.9,302.2,0.582,354.0,87.1,86.2,29.9,0.0,1
171.6,240.5,0.731,558.0,81.8,69.2,30.9,0.0,1
185.8,249.3,0.247,186.0,103.1,80.3,31.1,19.1,0
221.5,223.8,0.521,30.0,84.2,73.0,43.2,18.6,0
197.4,165.2,0.269,259.0,70.5,96.6,23.1,11.2,0
173.5,280.9,0.564,420.0,88.2,62.2,21.4,3.4,1
204.0,275.8,0.276,528.0,85.4,65.7,21.8,0.0,1
171.8,240.2,0.398,550.0,76.3,55.4,26.6,0.0,1
139.2,252.3,0.251,303.0,73.8,59.9,36.2,18.9,0
159.8,268.1,0.663,38.0,76.4,79.8,36.6,38.2,0
142.6,195.3,0.715,488.0,73.6,89.6,28.4,1.4,1
173.0,231.5,0.441,541.0,76.8,81.1,31.8,0.0,1
180.4,277.8,0.51,277.0,69.9,71.9,25.3,13.8,0
213.5,206.1,0.138,202.0,84.6,62.2,25.9,7.4,0
186.5,260.3,0.425,65.0,83.7,81.9,35.5,27.8,0
175.6,202.5,0.487,107.0,84.1,61.6,38.3,31.1,0
196.6,266.3,1.155,267.0,79.3,57.2,29.1,1.4,1
135.8,248.8,0.222,221.0,77.9,68.6,41.8,17.8,0
184.7,193.5,0.866,529.0,97.3,49.6,37.8,0.0,1
195.4,290.8,0.749,89.0,80.8,56.8,41.6,25.3,0
150.4,224.3,0.57,254.0,95.2,92.7,30.2,33.2,0
202.9,221.6,0.94,454.0,68.0,54.8,41.1,0.0,1
186.8,257.0,0.593,252.0,87.1,58.9,45.1,3.7,1
171.7,290.2,0.597,256.0,71.2,72.8,29.5,12.2,0
192.7,214.4,0.487,382.0,73.3,73.4,31.1,0.0,1
225.4,252.2,0.806,441.0,75.1,69.4,26.3,0.0,1
183.6,265.0,0.774,598.0,74.3,50.0,25.1,0.0,1
185.0,274.3,0.344,89.0,74.4,81.3,25.2,20.0,0
170.8,256.2,0.17,389.0,94.6,67.1,27.1,0.5,1
163.0,237.2,0.449,581.0,80.5,85.4,33.6,0.0,1
196.6,221.0,0.3,43.0,82.7,64.9,27.4,23.0,0
162.9,253.0,0.484,597.0,74.5,82.8,33.5,0.0,1
181.4,212.5,0.809,18.0,90.3,86.3,33.6,30.4,0
170.4,147.8,0.386,100.0,84.3,66.9,29.2,29.1,0
189.6,265.3,0.489,356.0,76.3,81.7,31.6,3.2,1
186.7,281.6,0.515,541.0,61.0,57.4,28.8,0.0,1
200.8,167.3,0.712,32.0,82.6,74.9,30.1,19.8,0
169.8,214.7,0.062,228.0,86.9,85.4,27.1,16.2,0
174.6,271.7,0.348,523.0,68.3,77.7,32.5,0.0,1
160.4,322.0,0.553,154.0,76.5,98.5,28.4,18.1,0
171.1,250.7,0.8,422.0,86.4,78.3,25.0,1.3,1
187.5,224.5,0.377,245.0,61.1,72.25,35.6,16.2,0
195.1,243.6,0.031,404.0,72.2,100.0,35.8,5.0,1
161.6,298.1,0.655,540.0,84.5,90.0,38.7,0.0,1
197.4,227.4,0.341,160.0,93.3,54.4,25.9,17.1,0
207.1,222.0,0.203,116.0,106.2,63.4,29.1,14.9,0
188.3,233.1,0.344,270.0,103.5,60.6,32.25,6.1,1
217.5,216.6,0.454,486.0,81.7,79.1,29.0,0.0,1
164.5,254.3,0.349,171.0,74.2,78.3,35.4,24.5,0
155.1,306.9,0.051,273.0,91.1,78.2,35.0,12.5,0
144.4,261.3,0.724,258.0,73.5,54.1,34.9,8.2,0
209.9,241.2,0.819,134.0,70.9,65.0,40.8,12.7,0
193.1,239.8,0.663,421.0,76.3,70.4,35.9,0.8,1
178.9,195.3,0.216,420.0,74.8,52.0,32.9,0.0,1
185.6,280.9,0.45,185.0,85.0,62.4,30.8,16.8,0
157.5,247.3,0.498,363.0,72.8,86.9,31.3,15.3,0
228.9,243.7,0.65,377.0,81.0,54.9,25.6,0.0,1
182.6,361.8,0.667,522.0,99.1,88.0,21.4,0.0,1
182.2,260.5,0.316,579.0,81.5,84.0,34.8,0.0,1
194.5,223.7,0.52,195.0,98.2,68.8,39.3,9.7,0
189.6,235.1,0.614,97.0,94.4,64.9,30.0,18.2,0
184.5,290.2,0.864,21.0,87.1,81.2,41.5,31.9,0
164.2,254.0,0.676,449.0,75.8,63.3,30.9,0.4,1
189.4,199.7,0.697,171.0,92.5,63.9,20.3,16.5,0
217.6,282.2,0.521,382.0,77.0,71.7,37.5,0.0,1
206.9,226.6,0.853,133.0,80.0,48.6,29.1,18.4,0
211.9,315.6,0.602,425.0,84.0,56.1,38.1,0.0,1
169.8,252.0,0.285,24.0,79.9,68.5,24.3,31.5,0
160.2,234.3,0.851,502.0,71.4,77.2,34.5,3.4,1
177.5,294.8,0.674,184.0,61.7,63.2,27.2,23.2,0
181.1,252.4,0.389,84.0,91.5,69.8,33.2,32.9,0
201.9,279.8,0.38,566.0,86.8,54.3,36.6,0.0,1
146.2,267.0,0.574,143.0,59.4,82.3,35.2,36.2,0
210.6,220.4,0.616,411.0,71.0,74.4,32.4,0.0,1
176.8,227.5,0.549,223.0,82.1,75.4,23.7,23.2,0
171.5,286.0,0.578,219.0,85.3,77.4,32.25,14.1,0
159.8,238.3,0.925,305.0,61.8,72.9,38.2,20.6,0
146.9,235.9,0.768,432.0,78.9,66.7,25.7,4.5,1
196.5,216.6,0.548,264.0,86.5,84.4,26.6,7.0,1
181.5,264.8,0.735,428.0,75.8,73.7,38.4,0.5,1
154.2,322.2,0.242,415.0,83.1,70.2,30.7,1.6,1
154.1,212.6,0.599,452.0,74.1,71.9,26.8,0.0,1
173.3,250.8,0.952,196.0,90.9,71.7,33.6,17.3,0
213.4,299.4,0.445,553.0,70.4,70.1,28.2,0.0,1
174.8,247.2,0.288,52.0,66.3,76.9,33.0,26.8,0
149.9,265.8,0.337,479.0,80.3,61.7,29.5,3.9,1
175.1,212.8,0.228,442.0,62.8,62.5,30.0,0.0,1
174.5,265.0,0.304,329.0,54.7,78.2,38.7,3.5,1
126.1,243.4,0.407,250.0,93.0,70.4,17.2,22.4,0
178.9,284.5,0.149,122.0,68.2,82.7,32.25,29.9,0
175.4,291.6,0.504,386.0,64.0,76.5,37.7,5.2,1
193.9,340.6,0.726,338.0,70.3,65.9,28.3,7.2,0
217.0,270.3,0.273,347.0,69.7,78.3,37.6,7.0,1
202.5,261.4,0.88,28.0,78.3,85.2,26.2,26.0,0
174.6,256.8,0.628,34.0,66.9,76.9,28.0,28.5,0
157.9,237.6,0.758,517.0,86.0,79.3,27.3,0.0,1
231.5,261.8,0.336,395.0,87.8,70.1,37.7,0.0,1
181.2,239.7,0.714,293.0,64.7,82.9,21.5,5.0,1
180.3,255.9,0.227,588.0,72.6,65.6,41.8,0.0,1
179.5,296.1,0.723,348.0,73.7,75.7,30.2,6.3,1
184.0,214.8,0.543,146.0,78.0,100.0,35.7,19.0,0
177.1,289.9,0.638,66.0,93.0,77.9,35.2,26.3,0
168.5,296.1,0.206,519.0,93.7,67.4,32.9,0.0,1
169.1,245.9,0.276,121.0,110.0,67.3,28.4,16.9,0
179.3,175.7,0.649,339.0,52.8,71.2,39.5,6.8,1
169.1,228.7,0.263,174.0,68.9,81.4,28.9,24.2,0
165.7,295.4,0.616,596.0,101.8,73.6,27.6,0.0,1
182.1,249.2,0.158,450.0,58.4,64.9,37.3,0.0,1
174.9,215.0,0.712,556.0,101.5,64.8,32.9,0.0,1
210.1,232.3,0.192,135.0,81.8,73.7,40.1,18.6,0
127.0,279.4,0.638,15.0,82.2,72.5,31.6,43.8,0
201.8,269.1,0.656,332.0,64.6,77.0,28.1,7.3,0
204.9,241.6,0.326,194.0,74.6,82.1,33.6,19.1,0
138.5,237.2,0.646,495.0,101.0,100.0,29.3,0.4,1
173.1,236.3,0.565,305.0,79.4,55.9,28.3,28.8,0
172.6,217.7,0.365,333.0,74.7,79.6,37.0,12.8,0
151.8,306.5,0.248,332.0,84.9,73.1,43.0,5.7,1
164.4,238.7,0.009,326.0,77.7,51.7,30.5,5.1,1
157.8,292.6,0.587,14.0,84.1,85.7,26.2,37.7,0
215.0,303.2,0.109,225.0,69.8,76.6,31.1,10.7,0
180.45,284.9,0.524,424.0,79.1,80.8,35.1,0.0,1
205.4,234.9,0.434,407.0,72.3,53.3,33.5,0.0,1
194.4,264.1,0.67,112.0,58.4,69.6,39.2,25.3,0
157.4,249.2,0.424,427.0,85.8,60.1,36.0,0.0,1
169.5,218.4,0.418,0.0,65.2,95.8,25.4,36.7,0
189.8,261.4,0.683,265.0,78.0,84.6,29.0,9.3,0
155.6,208.7,0.584,490.0,91.1,64.5,23.7,3.0,1
194.3,291.6,0.579,207.0,62.0,55.1,38.9,7.7,0
175.2,233.7,0.617,368.0,87.3,74.1,20.0,15.8,0
172.5,252.0,0.116,305.0,76.4,84.0,24.3,12.8,0
194.2,259.9,0.689,11.0,68.4,52.9,28.9,27.7,0
188.9,240.9,0.653,344.0,104.3,61.8,35.4,0.7,1
172.8,270.5,0.246,464.0,80.0,59.8,28.9,0.0,1
203.2,233.4,0.439,305.0,73.2,81.5,29.8,0.0,1
158.4,280.5,0.49,367.0,70.6,67.9,29.9,14.5,0
192.3,202.9,0.466,419.0,90.6,68.4,33.0,0.3,1
191.9,254.4,0.583,170.0,72.7,73.9,24.7,18.9,0
173.8,317.9,0.858,133.0,89.1,62.3,26.3,23.0,0
186.5,215.0,0.77,426.0,80.0,56.1,42.1,0.3,1
155.0,226.3,0.172,24.0,93.4,87.1,34.4,28.2,0
198.5,268.0,0.656,529.0,67.5,88.1,32.25,0.2,1
176.3,256.3,0.832,189.0,69.2,74.0,32.3,14.2,0
169.5,262.3,0.597,140.0,76.6,74.8,31.2,22.1,0
201.0,267.1,0.773,554.0,77.6,85.9,34.7,0.0,1
165.9,272.2,1.003,314.0,75.7,73.7,36.4,18.2,0
151.8,288.8,0.756,443.0,79.8,67.4,37.1,6.2,1
148.9,264.3,0.562,318.0,104.8,72.4,31.2,10.6,0
192.1,241.6,0.761,440.0,83.6,87.3,37.7,0.0,1
154.4,273.5,0.536,91.0,85.0,72.6,17.2,28.4,0
215.1,316.5,0.506,178.0,79.8,64.6,37.4,12.5,0
138.4,245.4,0.412,55.0,67.4,73.6,29.4,27.8,0
213.9,215.9,0.891,154.0,77.8,79.2,35.3,20.1,0
180.45,288.7,0.295,110.0,89.3,77.9,28.1,23.0,0
180.45,245.8,0.883,136.0,95.7,78.1,24.0,18.7,0
169.1,174.0,0.625,231.0,91.9,62.9,34.0,12.8,0
188.0,279.7,0.15,467.0,61.9,80.5,23.0,0.0,1
179.2,231.3,0.592,480.0,76.5,72.3,29.6,0.0,1
202.1,246.8,0.025,67.0,62.4,64.2,27.1,24.9,0
182.3,261.6,0.656,248.0,94.0,80.4,30.9,14.3,0
183.0,256.7,0.721,322.0,75.1,67.0,36.8,13.0,0
172.7,274.8,0.352,517.0,79.4,54.7,29.1,0.0,1
178.9,234.8,0.531,431.0,85.8,61.0,33.9,0.0,1
186.2,268.0,0.989,486.0,113.2,70.0,36.4,0.0,1
145.8,240.9,0.374,428.0,83.2,78.4,28.4,4.4,1
153.0,275.9,0.235,268.0,77.1,62.5,28.4,13.4,0
194.9,271.5,0.87,536.0,65.1,69.4,40.2,0.0,1
183.4,217.3,0.991,147.0,97.5,58.6,31.5,18.6,0
176.3,288.0,0.501,117.0,77.8,82.8,35.1,21.3,0
180.4,231.2,0.753,366.0,99.9,90.9,35.0,7.4,0
187.0,278.3,0.835,65.0,93.3,89.7,24.8,24.3,0
169.2,262.9,0.314,369.0,74.4,82.6,27.4,9.6,0
164.4,314.3,0.379,174.0,63.3,81.5,34.3,20.1,0
183.9,242.2,0.808,587.0,83.3,49.2,19.6,0.0,1
160.4,237.8,0.921,494.0,72.6,73.9,30.7,1.4,1
188.2,249.3,0.641,113.0,80.5,66.5,26.8,21.3,0
145.9,239.4,0.28,110.0,92.6,81.7,38.7,27.8,0
200.6,278.0,0.997,438.0,60.2,44.1,34.1,0.0,1
189.5,193.4,0.367,146.0,83.2,74.1,39.1,24.4,0
185.1,213.1,0.5,34.0,89.1,69.6,31.8,24.1,0
199.7,212.6,0.586,308.0,89.7,84.3,31.3,7.3,0
213.3,283.3,0.889,537.0,63.6,89.0,30.2,0.0,1
200.3,309.9,0.713,13.0,85.0,61.8,29.0,24.5,0
143.2,246.3,0.604,373.0,94.4,62.3,48.1,14.1,0
154.4,244.1,0.616,556.0,84.1,74.5,36.8,0.0,1
167.5,252.5,0.511,427.0,78.6,91.1,25.6,11.0,0
180.5,290.7,0.64,232.0,93.7,72.7,47.8,16.6,0
190.4,217.5,0.132,562.0,71.7,57.9,29.6,0.0,1
165.5,258.3,0.426,439.0,61.6,65.3,33.9,0.0,1
183.7,284.1,0.56,501.0,77.6,74.2,37.6,0.0,1
164.9,267.5,0.212,274.0,86.4,74.6,22.8,10.2,0
180.45,256.6,0.597,75.0,92.5,64.3,27.0,24.6,0
151.9,285.0,0.449,438.0,86.4,65.1,41.9,3.8,1
161.5,155.4,0.939,288.0,90.0,61.2,30.7,16.8,0
153.0,273.7,0.893,539.0,92.5,84.6,38.0,5.9,1
160.5,227.1,0.384,252.0,75.9,62.8,29.3,15.7,0
201.1,185.9,0.462,125.0,78.2,66.9,31.4,18.6,0
161.0,267.9,0.482,176.0,95.4,66.6,42.7,18.2,0
232.6,298.1,0.387,36.0,65.5,54.3,34.6,11.2,0
189.9,245.2,0.549,409.0,85.1,62.5,29.9,0.0,1
183.7,283.4,0.31,126.0,71.4,85.5,27.9,21.4,0
162.8,306.4,0.217,305.0,93.2,58.7,28.4,1.6,1
194.0,296.0,0.656,167.0,79.8,61.4,39.4,17.4,0
168.5,307.4,0.657,591.0,80.1,57.3,36.6,0.0,1
182.4,276.0,0.299,293.0,100.7,71.0,25.1,6.9,1
231.2,252.6,0.724,342.0,67.1,92.7,32.5,0.0,1
178.1,193.9,0.342,309.0,82.6,70.5,31.6,1.0,1
203.0,241.4,0.563,527.0,77.8,72.7,33.9,0.0,1
165.9,220.5,0.705,539.0,86.4,63.3,28.4,0.0,1
179.3,326.0,0.492,418.0,103.2,71.3,38.6,5.0,1
215.4,243.8,0.614,443.0,72.7,85.5,32.0,0.0,1
167.5,254.3,0.371,557.0,65.6,73.6,34.2,0.0,1
216.2,269.3,0.451,235.0,70.3,95.4,27.3,8.6,0
194.2,251.5,0.449,438.0,77.2,85.9,27.6,3.4,1
168.8,309.3,0.313,213.0,80.8,71.1,47.9,13.2,0
192.6,228.2,0.456,84.0,81.4,70.8,42.8,25.7,0
199.5,252.0,0.113,84.0,101.6,89.9,31.6,16.5,0
192.4,224.0,0.377,488.0,99.5,73.5,41.2,0.0,1
148.6,203.8,0.429,64.0,95.6,87.5,39.3,38.6,0
165.5,228.6,0.436,63.0,110.2,94.0,28.2,29.3,0
175.0,248.7,0.44,342.0,89.9,69.8,27.7,4.1,1
180.45,235.0,0.485,351.0,93.3,75.9,36.0,10.7,0
192.4,225.8,0.62,157.0,89.7,82.8,33.6,23.3,0
183.6,200.8,0.719,588.0,87.7,80.4,29.6,0.0,1
153.3,247.1,0.338,490.0,84.7,80.4,36.3,1.9,1
187.6,197.3,0.199,462.0,75.2,57.3,23.3,0.0,1
192.2,276.6,0.239,224.0,65.0,62.7,32.7,0.5,1
191.2,252.9,0.378,312.0,78.4,66.6,24.6,0.6,1
201.6,199.0,0.412,465.0,86.8,85.4,24.8,0.0,1
196.7,239.2,0.308,87.0,80.9,58.4,27.8,16.9,0
189.2,223.7,0.176,302.0,67.2,88.8,34.2,11.5,0
178.6,261.2,0.386,434.0,78.0,80.6,27.9,1.9,1
146.8,296.9,0.545,134.0,77.4,84.7,24.7,31.9,0
188.6,184.4,0.649,49.0,79.3,61.8,34.9,19.0,0
184.2,254.0,0.361,431.0,85.9,72.8,41.0,1.1,1
185.4,244.4,0.397,339.0,88.5,75.3,35.8,5.7,1
154.5,273.5,0.268,346.0,74.0,74.8,42.8,6.9,1
158.4,257.5,0.492,346.0,91.8,75.3,40.5,6.4,1
201.1,223.7,0.288,244.0,93.6,69.0,29.1,10.6,0
179.2,238.8,0.643,108.0,83.8,73.5,35.8,25.4,0
193.6,222.1,0.054,532.0,88.0,83.4,31.5,0.0,1
180.6,287.7,0.41,89.0,91.8,59.2,38.4,23.0,0
180.6,250.7,0.575,295.0,66.8,89.0,31.4,9.2,0
198.8,316.5,0.546,111.0,92.7,82.8,27.3,19.0,0
169.7,247.9,1.173,588.0,70.5,61.4,40.2,0.0,1
181.9,225.2,0.587,176.0,71.7,76.2,33.9,15.9,0
170.8,197.0,0.249,342.0,82.4,81.9,28.0,11.0,0
171.3,186.9,0.476,100.0,54.3,58.4,29.0,26.0,0
173.8,194.6,0.056,400.0,82.1,72.5,28.0,0.0,1
184.4,259.3,0.48,27.0,91.8,71.1,26.0,24.0,0
170.4,267.8,0.292,536.0,60.2,64.9,29.1,0.0,1
205.1,194.7,0.729,57.0,93.1,73.0,34.2,22.3,0
162.1,281.3,0.363,497.0,71.6,65.4,32.4,0.0,1
176.3,233.1,0.471,296.0,82.5,87.1,29.4,8.0,0
171.2,255.1,0.341,133.0,73.4,65.1,41.0,16.0,0
208.9,306.4,0.935,330.0,86.9,80.7,19.9,5.2,1
183.9,281.4,0.42,248.0,92.3,53.8,33.8,10.3,0
200.6,240.6,0.958,549.0,87.8,70.2,31.1,0.0,1
150.3,218.8,0.704,74.0,80.0,72.1,26.2,25.2,0
